"Date","Network","Profile","Audience","Net Audience Growth","Audience Gained","Sent Messages (Total)","Published Posts (Total)","Received Messages (Total)","Impressions","Video Views","Engagements","Engagement Rate (per Impression)","Reactions","Comments","Shares","Post Link Clicks","Saves","Other Post Clicks","Other Engagements","Profile Actions","Sent posts (X)","Sent Quotes (X)","Sent @Replies (X)","Sent Direct Messages (X)","Sent Posts (Facebook)","Sent Ad Posts (Facebook)","Sent Comments (Facebook)","Sent Ad Comments (Facebook)","Sent Private Messages (Facebook)","Sent Posts (Instagram)","Sent Stories (Instagram)","Sent Reels (Instagram)","Sent Comments (Instagram)","Sent Ad Comments (Instagram)","Sent Posts (Threads)","Sent Quotes (Threads)","Sent Comments (Threads)","Sent Posts (LinkedIn)","Sent Comments (LinkedIn)","Sent Direct Messages (LinkedIn)","Sent Videos (TikTok)","Sent Comments (TikTok)","Sent Pins (Pinterest)","Sent Saves (Pinterest)","Sent Videos (YouTube)","Received Mentions (X)","Received Direct Messages (X)","Received Reposts (X)","Received Quotes (X)","Received New Follower Alerts (X)","Received Wall Posts (Facebook)","Received Comments (Facebook)","Received Ad Comments (Facebook)","Received Private Messages (Facebook)","Received Comments (Instagram)","Received Ad Comments (Instagram)","Received Mentions (Instagram)","Received Media Tags (Instagram)","Received Posts (Threads)","Received Comments (Threads)","Received Comments (LinkedIn)","Received Direct Messages (LinkedIn)","Sent Direct Messages (Instagram)","Received Direct Messages (Instagram)","Received Comments (TikTok)"
"11-14-2025","X","'@flyONT","6,396","-1","0","0","0","9","73","0","4","5.48%","0","0","0","0","","4","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","3","3","0","2","1","","","","","0","","0","","","","","","","",""
"11-14-2025","Facebook","Ontario International Airport","28,306","0","","8","2","14","59,030","3,635","49","0.08%","13","0","2","0","","34","","0","","","","","1","1","0","2","3","","","","0","","","","","","","","","","","","","","","","","","1","2","3","8","0","","0","","","","","","","",""
"11-14-2025","Instagram","flyont","16,526","8","9","19","3","39","15,677","816","36","0.23%","17","0","18","","0","","","","","","","","","","","","","0","2","1","7","0","","","","","","","","","","","","","","","","","","","","","15","0","2","0","","","","","9","18",""
"11-14-2025","LinkedIn","Ontario International Airport","7,578","0","0","1","1","0","570","65","60","10.53%","11","0","0","49","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-14-2025","TikTok","'@flyontairport","5,499","6","","1","1","1","2,100","2,100","41","1.95%","40","1","0","","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","1"
"11-14-2025","YouTube","FlyONT - Ontario International Airport","1,390","5","6","2","1","0","","2,962","30","","21","0","5","","","0","4","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"11-15-2025","X","'@flyONT","6,397","1","1","0","0","6","25","0","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","3","2","0","0","1","","","","","0","","0","","","","","","","",""
"11-15-2025","Facebook","Ontario International Airport","28,307","1","","2","1","4","64,258","952","293","0.46%","59","4","2","1","","227","","0","","","","","1","0","0","1","0","","","","0","","","","","","","","","","","","","","","","","","0","4","0","0","0","","0","","","","","","","",""
"11-15-2025","Instagram","flyont","16,522","-4","9","5","5","13","16,315","4,667","233","1.43%","186","20","15","","6","","","","","","","","","","","","","0","5","0","0","0","","","","","","","","","","","","","","","","","","","","","1","0","2","3","","","","","0","6",""
"11-15-2025","LinkedIn","Ontario International Airport","7,584","4","4","1","1","0","939","169","38","4.05%","25","0","0","13","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","0","0","","",""
"11-15-2025","TikTok","'@flyontairport","5,499","0","","1","0","1","1,946","1,946","75","3.85%","65","2","8","","","","","","","","","","","","","","","","","","0","","","","","","","","0","1","","","","","","","","","","","","","0","","0","","","","","","","","1"
"11-15-2025","YouTube","FlyONT - Ontario International Airport","1,390","1","1","0","0","0","","1,496","21","","12","0","8","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"11-16-2025","X","'@flyONT","6,398","1","1","1","1","0","35","0","1","2.86%","0","0","0","0","","1","0","","0","0","1","0","","","","","","","","","0","","","","","","","","","","","","","0","0","0","0","0","","","","","0","","0","","","","","","","",""
"11-16-2025","Facebook","Ontario International Airport","28,313","6","","3","0","4","66,257","531","245","0.37%","32","4","3","0","","206","","0","","","","","0","0","2","1","0","","","","0","","","","","","","","","","","","","","","","","","0","0","4","0","0","","0","","","","","","","",""
"11-16-2025","Instagram","flyont","16,527","5","17","2","0","8","10,788","1,880","33","0.31%","29","2","2","","0","","","","","","","","","","","","","0","0","0","1","0","","","","","","","","","","","","","","","","","","","","","1","0","3","1","","","","","1","2",""
"11-16-2025","LinkedIn","Ontario International Airport","7,586","3","3","1","0","2","670","39","51","7.61%","32","3","0","16","","","","","","","","","","","","","","","","","0","","","","","0","1","0","","","","","","","","","","","","","","","0","","0","","","","2","0","","",""
"11-16-2025","TikTok","'@flyontairport","5,501","2","","0","0","0","1,739","1,739","36","2.07%","35","0","1","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"11-16-2025","YouTube","FlyONT - Ontario International Airport","1,400","3","3","0","0","0","","1,515","20","","13","1","3","","","0","3","","","","","","","","","","","","","","0","","","","","","","","","","","","0","","","","","","","","","","0","","0","","","","","","","",""
"11-17-2025","X","'@flyONT","6,396","-2","0","0","0","7","42","0","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","6","0","0","0","","","","","0","","0","","","","","","","",""
"11-17-2025","Facebook","Ontario International Airport","28,314","1","","11","2","19","59,190","355","196","0.33%","42","6","1","0","","147","","0","","","","","2","0","8","1","0","","","","0","","","","","","","","","","","","","","","","","","0","15","4","0","0","","0","","","","","","","",""
"11-17-2025","Instagram","flyont","16,539","12","12","17","12","30","13,851","1,003","77","0.56%","46","0","15","","0","","","","","","","","","","","","","1","11","0","1","0","","","","","","","","","","","","","","","","","","","","","4","0","2","1","","","","","4","19",""
"11-17-2025","LinkedIn","Ontario International Airport","7,589","1","1","1","1","3","1,257","68","213","16.95%","40","3","0","170","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","3","0","","",""
"11-17-2025","TikTok","'@flyontairport","5,502","1","","0","0","0","1,843","1,843","45","2.44%","41","0","4","","","","","","","","","","","","","","","","","","0","","","","","","","","0","0","","","","","","","","","","","","","0","","0","","","","","","","","0"
"11-17-2025","YouTube","FlyONT - Ontario International Airport","1,400","3","3","4","2","0","","1,573","15","","12","0","2","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","2","","","","","","","","","","0","","0","","","","","","","",""
"11-18-2025","X","'@flyONT","6,396","0","0","0","0","3","23","0","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","2","1","0","0","0","","","","","0","","0","","","","","","","",""
"11-18-2025","Facebook","Ontario International Airport","28,321","7","","7","2","9","65,197","1,207","358","0.55%","95","28","2","3","","230","","0","","","","","1","0","3","2","0","","","","0","","","","","","","","","","","","","","","","","","1","5","3","0","0","","0","","","","","","","",""
"11-18-2025","Instagram","flyont","16,539","0","18","7","1","31","19,007","2,291","149","0.78%","117","10","17","","5","","","","","","","","","","","","","0","0","1","0","0","","","","","","","","","","","","","","","","","","","","","8","0","1","1","","","","","6","17",""
"11-18-2025","LinkedIn","Ontario International Airport","7,592","6","6","2","1","3","1,316","159","188","14.29%","35","4","3","146","","","","","","","","","","","","","","","","","0","","","","","1","1","0","","","","","","","","","","","","","","","0","","0","","","","3","0","","",""
"11-18-2025","TikTok","'@flyontairport","5,508","6","","1","1","1","2,405","2,405","102","4.24%","96","1","5","","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","1"
"11-18-2025","YouTube","FlyONT - Ontario International Airport","1,400","1","1","2","1","0","","2,394","29","","24","0","4","","","0","1","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"11-19-2025","X","'@flyONT","6,396","0","0","0","0","8","28","0","4","14.29%","0","0","0","0","","4","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","4","2","0","1","1","","","","","0","","0","","","","","","","",""
"11-19-2025","Facebook","Ontario International Airport","28,324","3","","5","1","17","87,440","3,466","176","0.2%","85","16","6","1","","68","","0","","","","","0","0","3","1","0","","","","0","","","","","","","","","","","","","","","","","","1","14","2","0","0","","0","","","","","","","",""
"11-19-2025","Instagram","flyont","16,558","19","24","22","6","54","18,133","7,518","293","1.62%","215","21","41","","4","","","","","","","","","","","","","0","5","1","7","0","","","","","","","","","","","","","","","","","","","","","16","0","0","1","","","","","9","29",""
"11-19-2025","LinkedIn","Ontario International Airport","7,596","5","5","1","1","4","1,165","379","101","8.67%","38","4","2","57","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","4","0","","",""
"11-19-2025","TikTok","'@flyontairport","5,509","1","","1","1","3","3,195","3,195","129","4.04%","117","3","9","","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","3"
"11-19-2025","YouTube","FlyONT - Ontario International Airport","1,400","-1","0","2","1","0","","4,019","30","","24","0","6","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"11-20-2025","X","'@flyONT","6,398","2","2","0","0","7","10","0","0","0%","0","0","0","0","","0","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","1","5","0","0","1","","","","","0","","0","","","","","","","",""
"11-20-2025","Facebook","Ontario International Airport","28,334","10","","9","1","56","64,721","3,683","211","0.33%","126","27","0","3","","55","","0","","","","","0","0","6","1","1","","","","0","","","","","","","","","","","","","","","","","","1","48","5","2","0","","0","","","","","","","",""
"11-20-2025","Instagram","flyont","16,568","10","15","15","4","30","16,988","10,712","348","2.05%","271","22","38","","15","","","","","","","","","","","","","0","3","1","5","0","","","","","","","","","","","","","","","","","","","","","18","0","2","0","","","","","6","7",""
"11-20-2025","LinkedIn","Ontario International Airport","7,600","4","4","3","2","3","1,342","418","121","9.02%","40","1","0","80","","","","","","","","","","","","","","","","","0","","","","","2","0","1","","","","","","","","","","","","","","","0","","0","","","","1","1","","",""
"11-20-2025","TikTok","'@flyontairport","5,516","7","","2","1","2","3,222","3,222","142","4.41%","128","3","11","","","","","","","","","","","","","","","","","","0","","","","","","","","1","1","","","","","","","","","","","","","0","","0","","","","","","","","2"
"11-20-2025","YouTube","FlyONT - Ontario International Airport","1,400","1","1","2","1","0","","3,293","37","","35","0","2","","","0","0","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
"11-21-2025","X","'@flyONT","6,397","-1","0","0","0","25","38","0","2","5.26%","0","0","1","0","","1","0","","0","0","0","0","","","","","","","","","0","","","","","","","","","","","","","18","6","1","0","0","","","","","0","","0","","","","","","","",""
"11-21-2025","Facebook","Ontario International Airport","28,337","3","","2","1","4","66,287","1,521","149","0.22%","89","40","2","3","","15","","0","","","","","0","0","1","0","0","","","","0","","","","","","","","","","","","","","","","","","0","3","1","0","0","","0","","","","","","","",""
"11-21-2025","Instagram","flyont","16,575","7","20","10","6","24","13,669","4,242","162","1.19%","126","11","18","","5","","","","","","","","","","","","","0","5","1","2","0","","","","","","","","","","","","","","","","","","","","","8","0","3","0","","","","","2","7",""
"11-21-2025","LinkedIn","Ontario International Airport","7,602","2","2","1","1","3","1,132","351","128","11.31%","40","3","0","85","","","","","","","","","","","","","","","","","0","","","","","1","0","0","","","","","","","","","","","","","","","0","","0","","","","3","0","","",""
"11-21-2025","TikTok","'@flyontairport","5,527","11","","1","1","1","4,833","4,833","168","3.48%","159","1","8","","","","","","","","","","","","","","","","","","0","","","","","","","","1","0","","","","","","","","","","","","","0","","0","","","","","","","","1"
"11-21-2025","YouTube","FlyONT - Ontario International Airport","1,400","3","4","2","1","0","","11,396","44","","37","0","3","","","0","4","","","","","","","","","","","","","","0","","","","","","","","","","","","1","","","","","","","","","","0","","0","","","","","","","",""
